2016-17,name,2017-18,2018-19,2019-20_x,2019-20_y,cross_season_id
,Kepa Arrizabalaga,,498.0,111.0,111.0,874f49de-9fe2-4fab-b4e8-8b32b55b65fc
,Mateo Kovacic,,499.0,,432.0,1b48b10e-ae21-48fd-88fb-0d7e59387676
,Gonzalo Higuaín,,579.0,,,136e3a1a-769b-4a6d-8359-dfbd8e209d2e
,Addji Keaninkin Marc-Israel Guehi,,624.0,,,6c81c42e-3646-4578-b98c-fdbc7a3f5332
,Vicente Guaita,,137.0,131.0,131.0,c9e86334-d886-4b3b-8bc0-c1766eaf4d52
,Max Meyer,,486.0,136.0,136.0,f8468fca-ab0c-4995-94a4-c6ef702542c1
,Joe Tupper,,576.0,,,e1d85fe7-eaa1-449c-9cd3-9e1b8962284f
,Lucas Perri,,584.0,,,d88206a6-aa4c-4361-bee2-91e0c229e645
,Sam Woods,,609.0,,,7e100f65-c108-4eed-8a68-16ac15d6aece
,Nikola Tavares,,619.0,,,9d598b71-b17a-498c-8895-f18294ff17dc
,Lucas Digne,,484.0,141.0,141.0,95aaaae9-b6a8-4c66-b123-0f5061959ed4
,Yerry Mina,,506.0,142.0,142.0,04b29bd2-1c90-46a3-afb1-24408347ce6e
,Bernard Anício Caldeira Duarte,,507.0,152.0,152.0,2c929c05-47ca-4610-99e4-2ac2f54c6626
,André Filipe Tavares Gomes,,508.0,422.0,422.0,4e3a9540-5720-4703-8c2c-37a165c739b3
,Kieran Dowell,,528.0,,,43196d8b-93d7-4ed0-905a-880ba6016630
,Marcus Bettinelli,,178.0,,,eef01c7d-d852-49aa-911f-8f893ee0fdf3
,Tim Ream,,180.0,,,2bdb2e66-2d0c-4c24-b397-40515e637b20
,Denis Odoi,,181.0,,,202723cc-45d7-47f0-9b38-cc463f48925f
,Tom Cairney,,182.0,,,9ae7538c-3490-4fec-ab0c-6a78e08cdff8
,Kevin McDonald,,183.0,,,60ffd5e3-8d92-42ed-b87d-d6facce89065
,Ryan Sessegnon,,184.0,,,088bab1f-ca54-41d5-98bb-3239bcbb627a
,Stefan Johansen,,185.0,,,9ce36d70-4a08-44ff-8934-f9b6c06cb682
,Floyd Ayité,,186.0,,,e0c02c12-de75-4840-b6c6-5ac6450527ef
,Neeskens Kebano,,187.0,,,0e91c206-0964-4c81-8040-09f03be27f0a
,Rui Pedro da Rocha Fonte,,188.0,,,64280aae-1974-4edb-97da-a85428d846a7
,Aboubakar Kamara,,189.0,,,f331fe96-6d28-4123-802a-aa8202b0f6ce
,Maxime Le Marchand,,455.0,,,3619db17-5d60-40a0-8e32-566054beb5e4
,Jean Michael Seri,,456.0,,,8fcb8f43-200c-4438-886a-993e956097bf
,Cyrus Christie,,460.0,,,08771c72-d543-4643-9140-6b2614590364
,Fabricio Agosto Ramírez,,474.0,,,17f14e6f-9ab4-433b-90a0-417abdfbe794
,André Schürrle,,478.0,,,04a6d6b8-3e86-45d4-98e2-85ed5fd63d15
,Sergio Rico,,509.0,,,9c4fff15-2cac-4fd0-ac24-46d649bcb8b4
,Joe Bryan,,510.0,,,467ff364-53a4-4111-a055-9f650d05c5e9
,André-Frank Zambo Anguissa,,512.0,,,aa5ecb84-ed76-42e4-ac96-ab229b4e9542
,Luciano Vietto,,513.0,,,c7c89cf4-5908-410f-b118-81b4e27487ca
,Ibrahima Cissé,,521.0,,,431bcc86-44cb-47ed-83db-5247bfe9adfd
,Zeze Steven Sessegnon,,541.0,,,85882ccf-58ae-466f-a713-705490348f46
,Ryan Babel,,575.0,,,029f15d4-4079-4e79-b94e-34a03d9f17ff
,Harvey Elliott,,610.0,,,d85eddc8-77b4-410f-af23-bf1c634ca5db
,Luca De La Torre,,621.0,,,87799816-fb86-45d1-ab37-4f1c19cbe4f9
,Juninho Bacuna,,208.0,,,38ebf845-7b5b-477a-abaf-4259915114e0
,Erik Durm,,461.0,,,a9a86688-b6ee-4fcf-8afa-870ff7e1eb33
,Adama Diakhaby,,471.0,,,bc73f320-9059-4db3-b54a-5b837c034674
,Isaac Mbenza,,514.0,,,a9f2eac0-d9f9-41e7-b2b6-8b7c31031ac7
,Ryan Schofield,,533.0,,,7e2a43cc-fdde-4950-948b-86b3ea7d5155
,Karlan Grant,,585.0,,,9fdcdad9-c652-4a4d-8bf2-856d92e84b57
,Demeaco Duhaney,,601.0,,,43fb6f90-9e5a-4309-99d1-ddb02434c94e
,Matthew Daly,,606.0,,,f0331ade-6881-4031-b7db-9b2c2c4bfe03
,Aaron Rowe,,607.0,,,911c8845-822d-41bb-b988-fea7930cdba5
,Ricardo Domingos Barbosa Pereira,,221.0,159.0,159.0,6ca9f84d-4d4e-426b-bc59-04310042c6a5
,James Maddison,,233.0,171.0,171.0,466d1a87-35d0-4921-a9a0-b15830abafdf
,Rachid Ghezzal,,492.0,173.0,173.0,6a328c6e-feeb-4119-b0f5-b3111acda5ee
,Filip Benkovic,,501.0,,,3c97c186-634b-40a1-94b6-0691b5add26a
,Çaglar Söyüncü,,515.0,164.0,164.0,168f751e-07ec-41ac-bfde-fc3af22e0cb5
,Josh Knight,,558.0,,,d5a01a94-7af0-42df-bf95-1528232b2488
,Youri Tielemans,,591.0,,448.0,8a00c0fa-95a1-43fc-a1a8-7c833529a171
,Fabio Henrique Tavares,,255.0,197.0,197.0,96b1207e-c33c-463b-81df-5cc33c1eaa87
,Naby Keita,,256.0,196.0,196.0,20eb797a-263e-402c-aaf3-ce9fbe28a735
,Alisson Ramses Becker,,468.0,189.0,189.0,a547086b-6dcc-4c9a-8d90-b25a0fe03b35
,Arijanet Muric,,529.0,,,c51b9762-3ddd-4467-ba45-4518c38d57e4
,Philippe Sandler,,604.0,,,3ca0dc80-c978-4a59-a697-49671df0a88a
,José Diogo Dalot Teixeira,,294.0,229.0,229.0,1e0bdf64-613c-4be4-8305-94328cf361a0
,Frederico Rodrigues de Paula Santos,,304.0,244.0,244.0,48040657-269e-4665-91e3-48b4fcb66290
,James Garner,,602.0,250.0,250.0,3e49304f-9401-4827-936e-f3a2a3928941
